MouseID,DYRK1A_C,ITSN1_C,BDNF_C,NR2A_C,pAKT_C,pCAMKII_C,pELK_C,pERK_C,pJNK_C,PKCA_C,pMEK_C,pNR1_C,pNR2A_C,pNR2B_C,pPKCAB_C,pRSK_C,AKT_C,BRAF_C,CAMKII_C,ELK_C,ERK_C,GSK3B_C,JNK_C,MEK_C,TRKA_C,RSK_C,CTNNB1_C,SOD1_C,MTOR_C,pMTOR_C,RCAN1_C,AMPKA_C,NR2B_C,pNUMB_C,RAPTOR_C,TIAM1_C,pP70S6_C,NUMB_C,P70S6_C,pPKCG_C,CDK5_C,S6_C,RRP1_C,BAX_C,ARC_C,ERBB4_C,nNOS_C,GAD2_C,GluR4_C,CASP3_C,IL1B_C,P35_25_C,pCASP9_C,PSD95_C,Ubiquitin_C,pGSK3B_Tyr216_C,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,CTNNB1_N,SOD1_N,MTOR_N,pMTOR_N,RCAN1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_S9_N,pPKCG_N,CDK5_N,S6_N,H3AcK9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,GFAP_N,GAD2_N,GluR3_N,GluR4_N,CASP3_N,IL1B_N,P35_25_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,APP_M,DYRK1A_M,ITSN1_M,TIAM1_M,NR1_M,NR2A_M,NR2B_M,pNR1_M,pNR2A_M,pNR2B_M,GluR3_M,GluR4_M,pGluR2_M,BDNF_M,NUMB_M,pNUMB_M,TRKA_M,PSD95_M,SYP_M,SNCA_M,Genotype,Treatment,Behavior,class
364_1,NA,NA,NA,0.2529,NA,1.1767,NA,NA,NA,0.1647,0.4474,0.3876,0.3449,1.1963,0.4258,NA,0.8224,0.3938,0.1437,0.1118,1.5217,1.1731,0.2932,0.4309,0.6525,NA,NA,1.1034,0.3629,0.4211,NA,NA,0.2426,0.3983,NA,NA,1.4659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5775,NA,3.1266,NA,NA,NA,NA,0.2644,0.3666,1.6995,2.0853,1.0097,0.5672,NA,0.4715,0.153,0.191,NA,0.2614,0.5155,0.8524,0.2473,0.5294,1.6259,NA,NA,NA,0.3956,0.5305,0.6764,NA,NA,0.6769,0.3263,NA,NA,1.2267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4652,0.7111,2.7368,0.5505,1.281,1.1727,0.7839,1.0701,0.3459,0.9257,0.4443,0.4924,0.4087,0.4165,0.4312,0.7221,0.595,0.3265,1.9649,0.1444,Control,Memantine,S/C,CMS
364_10,NA,NA,NA,0.2698,NA,1.1048,NA,NA,NA,0.1717,0.4557,0.4465,0.3124,1.0205,0.3972,NA,0.8626,0.4745,0.1579,0.1399,1.3868,1.1479,0.3108,0.4043,0.7765,NA,NA,1.0848,0.3684,0.4495,NA,NA,0.2611,0.3772,NA,NA,1.7406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4802,NA,2.949,NA,NA,NA,NA,0.2887,0.4744,1.9302,2.3998,0.9799,0.6225,NA,0.5254,0.22,0.261,NA,0.2654,0.4794,0.8935,0.3096,0.6068,1.8858,NA,NA,NA,0.4923,0.779,0.9355,NA,NA,1.0105,0.3852,NA,NA,1.6488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4888,1.0848,3.0012,0.649,1.4205,1.3239,0.7962,1.2226,0.4122,1.1331,0.5842,0.6832,0.6325,0.417,0.3227,0.6737,0.7091,0.3098,1.7491,0.1355,Control,Memantine,S/C,CMS
364_11,NA,NA,NA,0.2635,NA,1.1538,NA,NA,NA,0.174,0.4666,0.4687,0.3063,1.1195,0.4075,NA,0.9177,0.4893,0.1697,0.1474,1.4233,1.1628,0.3218,0.4357,0.7515,NA,NA,1.1075,0.3659,0.5,NA,NA,0.3162,0.3959,NA,NA,1.8762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4347,NA,2.9221,NA,NA,NA,NA,0.2621,0.422,1.9406,2.2475,0.9506,0.5733,NA,0.5068,0.2074,0.2524,NA,0.2428,0.4652,0.8486,0.2947,0.599,1.7884,NA,NA,NA,0.4846,0.7562,0.9161,NA,NA,0.9705,0.3769,NA,NA,1.5899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4519,1.081,2.9613,0.6115,1.4155,1.3603,0.7852,1.1514,0.4237,1.1596,0.6068,0.635,0.608,0.4214,0.3838,0.7441,0.7136,0.331,1.7371,0.1162,Control,Memantine,S/C,CMS
364_12,NA,NA,NA,0.2532,NA,1.1459,NA,NA,NA,0.1651,0.4495,0.4827,0.3098,1.099,0.4054,NA,1.2819,0.4008,0.1655,0.1426,1.4042,1.0794,0.3168,0.3933,0.8295,NA,NA,1.0258,0.4245,0.4561,NA,NA,0.3256,0.3622,NA,NA,1.9938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4543,NA,2.9112,NA,NA,NA,NA,0.2678,0.8589,1.9476,2.2258,0.9648,0.5687,NA,0.4954,0.1842,0.2525,NA,0.2375,0.4586,0.842,0.3071,0.6215,1.7746,NA,NA,NA,0.5246,0.7538,0.9164,NA,NA,0.981,0.3869,NA,NA,1.5821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487,1.1691,2.8568,0.6381,1.3867,1.3033,0.7294,1.062,0.3653,1.1071,0.6122,0.6719,0.6156,0.4149,0.3991,0.5862,0.6967,0.3078,1.646,0.0992,Control,Memantine,S/C,CMS
364_13,NA,NA,NA,0.2313,NA,1.0816,NA,NA,NA,0.1711,0.5071,0.3982,0.3417,0.9466,0.3543,NA,0.8399,0.3867,0.1863,0.1502,1.3684,1.1638,0.3166,0.4406,0.8676,NA,NA,1.0356,0.4082,0.4642,NA,NA,0.269,0.3543,NA,NA,2.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4194,NA,2.8543,NA,NA,NA,NA,0.3104,0.5352,2.041,2.4577,0.9611,0.6166,NA,0.5879,0.2817,0.3003,NA,0.2758,0.4569,0.8688,0.37,0.6838,1.9094,NA,NA,NA,0.5802,0.9188,1.0483,NA,NA,1.1166,0.4136,NA,NA,1.8439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4786,1.2276,2.8317,0.6497,1.3834,1.3366,0.7986,1.0441,0.4234,1.1572,0.6359,0.6717,0.6703,0.4152,0.32,0.8069,0.76,0.2924,1.6069,0.1448,Control,Memantine,S/C,CMS
364_14,NA,NA,NA,0.2362,NA,1.0693,NA,NA,NA,0.1747,0.5016,0.4572,0.2873,1.0626,0.3697,NA,0.8415,0.4286,0.1809,0.1627,1.3968,1.1913,0.3154,0.4296,0.8295,NA,NA,1.013,0.3551,0.4885,NA,NA,0.3321,0.377,NA,NA,1.9588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4254,NA,2.9049,NA,NA,NA,NA,0.3024,0.5185,2.0455,2.4517,0.9481,0.6149,NA,0.5684,0.2432,0.2887,NA,0.2625,0.4496,0.8656,0.3797,0.654,1.9326,NA,NA,NA,0.5928,0.9086,1.0602,NA,NA,1.1204,0.4287,NA,NA,1.8842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4423,1.42,2.8846,0.612,1.4075,1.4353,0.8665,1.0556,0.3533,1.1794,0.6648,0.6773,0.662,0.4103,0.3199,0.726,0.7524,0.2962,1.6078,0.1572,Control,Memantine,S/C,CMS
364_15,NA,NA,NA,0.2451,NA,1.1308,NA,NA,NA,0.1755,0.4792,0.5779,0.3557,1.0763,0.3546,NA,2.378,0.4315,0.1693,0.1625,1.3759,1.1687,0.3204,0.4611,0.8344,NA,NA,1.0301,0.4434,0.4907,NA,NA,0.3692,0.3868,NA,NA,2.1729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3943,NA,2.9367,NA,NA,NA,NA,0.3063,0.4607,2.0518,2.4533,0.9626,0.6137,NA,0.5709,0.2436,0.295,NA,0.2675,0.4453,0.8731,0.3538,0.7072,1.8592,NA,NA,NA,0.6392,0.884,1.0613,NA,NA,1.1306,0.425,NA,NA,1.8625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4836,1.626,2.837,0.7041,1.4425,1.4411,0.8178,1.037,0.4397,1.1658,0.6986,0.7205,0.6219,0.3507,0.3247,0.6877,0.7548,0.2904,1.5219,0.1082,Control,Memantine,S/C,CMS
364_2,NA,NA,NA,0.2561,NA,1.1674,NA,NA,NA,0.1614,0.4551,0.4144,0.3322,1.2125,0.4106,NA,0.8282,0.4028,0.1453,0.1104,1.5121,1.1206,0.2867,0.3769,0.6377,NA,NA,1.0771,0.3686,0.4146,NA,NA,0.272,0.3956,NA,NA,1.4888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5523,NA,3.0558,NA,NA,NA,NA,0.2522,0.3649,1.8031,2.0647,1.0568,0.5191,NA,0.4554,0.1499,0.196,NA,0.2557,0.5158,0.8405,0.2379,0.5346,1.6662,NA,NA,NA,0.3931,0.5427,0.6813,NA,NA,0.7411,0.3251,NA,NA,1.1757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4404,0.68,2.7036,0.557,1.269,1.176,0.7483,1.092,0.3805,0.917,0.4677,0.454,0.381,0.403,0.3983,0.7168,0.5906,0.3274,2.0415,0.1319,Control,Memantine,S/C,CMS
364_3,NA,NA,NA,0.2749,NA,1.1821,NA,NA,NA,0.1552,0.4483,0.4647,0.3291,1.236,0.4183,NA,0.8387,0.3679,0.1375,0.1184,1.488,1.0926,0.2885,0.3828,0.6438,NA,NA,1.0853,0.3868,0.4689,NA,NA,0.3324,0.4017,NA,NA,1.6035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5402,NA,3.0306,NA,NA,NA,NA,0.2485,0.3557,1.7929,2.0393,0.9958,0.4892,NA,0.4561,0.1433,0.1943,NA,0.2589,0.5186,0.8402,0.2463,0.544,1.6239,NA,NA,NA,0.4062,0.5363,0.6673,NA,NA,0.7304,0.3254,NA,NA,1.1541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4391,0.7544,2.7183,0.5392,1.2812,1.1527,0.741,1.0707,0.3003,0.9902,0.4391,0.4752,0.3978,0.3896,0.3596,0.7028,0.6011,0.3127,1.985,0.1094,Control,Memantine,S/C,CMS
364_4,NA,NA,NA,0.2328,NA,1.2072,NA,NA,NA,0.1676,0.4613,0.3898,0.2966,1.1475,0.431,NA,0.8546,0.3843,0.1481,0.1169,1.4824,1.156,0.2948,0.3748,0.6704,NA,NA,1.1314,0.3666,0.4091,NA,NA,0.2502,0.3866,NA,NA,1.5445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5032,NA,3.0203,NA,NA,NA,NA,0.2721,0.3863,1.7595,2.0887,1.0095,0.5822,NA,0.4712,0.1698,0.2105,NA,0.2661,0.4977,0.8349,0.2665,0.5523,1.6681,NA,NA,NA,0.431,0.5849,0.7325,NA,NA,0.7738,0.3577,NA,NA,1.2848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.467,0.7505,2.9575,0.606,1.3707,1.2573,0.7782,1.1637,0.3926,1.0198,0.5202,0.54,0.4472,0.3919,0.3933,0.7619,0.6775,0.3239,2.0411,0.1325,Control,Memantine,S/C,CMS
364_5,NA,NA,NA,0.2406,NA,1.1971,NA,NA,NA,0.1638,0.4546,0.4147,0.2705,1.1822,0.4218,NA,0.8732,0.4585,0.1432,0.1153,1.4624,1.1291,0.2874,0.3598,0.7016,NA,NA,1.1104,0.3705,0.4426,NA,NA,0.2518,0.3939,NA,NA,1.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4723,NA,2.927,NA,NA,NA,NA,0.2654,0.3812,1.7589,2.0373,1.0479,0.5396,NA,0.4562,0.169,0.2076,NA,0.2633,0.4978,0.8116,0.2566,0.5547,1.6801,NA,NA,NA,0.4236,0.5797,0.7148,NA,NA,0.7704,0.3504,NA,NA,1.2989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4433,0.6754,2.7787,0.5702,1.2962,1.22,0.7625,1.1167,0.3738,0.9845,0.4879,0.4906,0.4467,0.3866,0.3489,0.6289,0.6161,0.3529,1.9939,0.1228,Control,Memantine,S/C,CMS
364_6,NA,NA,NA,0.251,NA,1.202,NA,NA,NA,0.1624,0.4532,0.4665,0.3567,1.175,0.4065,NA,0.8617,0.446,0.1406,0.1196,1.4645,1.1065,0.2948,0.3749,0.6423,NA,NA,1.1178,0.3831,0.4704,NA,NA,0.3246,0.38,NA,NA,1.7134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4637,NA,2.9111,NA,NA,NA,NA,0.2579,0.3767,1.7649,2.0013,1.0223,0.5122,NA,0.595,0.1617,0.2024,NA,0.2554,0.4738,0.8075,0.2693,0.5508,1.6494,NA,NA,NA,0.4365,0.5738,0.7078,NA,NA,0.7728,0.3598,NA,NA,1.2794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4408,0.6858,2.8699,0.5626,1.3495,1.227,0.7412,1.0997,0.3557,1,0.4913,0.5121,0.4436,0.3965,0.3446,0.71,0.6554,0.3128,2.0166,0.155,Control,Memantine,S/C,CMS
364_7,NA,NA,NA,0.2185,NA,1.1122,NA,NA,NA,0.1629,0.4279,0.3782,0.276,1.0333,0.3917,NA,0.8565,0.3859,0.171,0.1193,1.3714,1.1244,0.2896,0.3688,0.6723,NA,NA,0.99,0.3487,0.4234,NA,NA,0.2524,0.352,NA,NA,1.5604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4978,NA,2.9966,NA,NA,NA,NA,0.2756,0.4012,1.8421,2.1547,0.9923,0.5826,NA,0.4801,0.1672,0.2188,NA,0.2549,0.4906,0.8398,0.2636,0.5483,1.7255,NA,NA,NA,0.4378,0.6385,0.7794,NA,NA,0.8602,0.3537,NA,NA,1.4576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5144,0.8004,2.7941,0.6349,1.3579,1.3138,0.7932,1.1439,0.411,1.0881,0.5351,0.5953,0.5126,0.4047,0.3678,0.7905,0.6835,0.3013,1.7122,0.1493,Control,Memantine,S/C,CMS
364_8,NA,NA,NA,0.2357,NA,1.1605,NA,NA,NA,0.1728,0.4422,0.4207,0.281,1.1334,0.4025,NA,0.9113,0.3833,0.1632,0.1251,1.4628,1.1466,0.3125,0.378,0.6994,NA,NA,1.0652,0.3876,0.4297,NA,NA,0.2764,0.3714,NA,NA,1.6425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4917,NA,2.9605,NA,NA,NA,NA,0.2731,0.3925,1.8628,2.1486,0.9937,0.5557,NA,0.4854,0.1757,0.2222,NA,0.2428,0.4864,0.8313,0.2649,0.5835,1.7523,NA,NA,NA,0.4211,0.6501,0.802,NA,NA,0.867,0.3406,NA,NA,1.4365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5135,0.8497,2.915,0.6396,1.394,1.3287,0.8618,1.169,0.4594,1.1466,0.5742,0.6134,0.5481,0.4613,0.422,0.7684,0.6937,0.3333,1.8515,0.1391,Control,Memantine,S/C,CMS
364_9,NA,NA,NA,0.2512,NA,1.1866,NA,NA,NA,0.1688,0.4421,0.4751,0.3429,1.1583,0.4078,NA,0.8793,0.3887,0.1474,0.1454,1.453,1.0887,0.306,0.3828,0.7695,NA,NA,1.029,0.3871,0.4932,NA,NA,0.3106,0.3851,NA,NA,1.8051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4808,NA,2.8776,NA,NA,NA,NA,0.2627,0.3609,1.8387,2.0713,0.9806,0.5449,NA,0.4837,0.1626,0.2149,NA,0.2283,0.4774,0.8174,0.2805,0.5528,1.6715,NA,NA,NA,0.475,0.6362,0.7798,NA,NA,0.82,0.3588,NA,NA,1.3964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4745,0.7271,2.7597,0.5951,1.3345,1.3063,0.779,1.0968,0.4234,1.0563,0.5695,0.5572,0.5299,0.4023,0.3979,0.6805,0.6708,0.3125,1.7509,0.1268,Control,Memantine,S/C,CMS
365_1,1.2845,1.3181,0.394,0.1793,0.331,0.6632,0.8857,2.1482,0.5924,0.1248,0.4441,0.3293,0.2455,1.0534,0.3742,0.277,0.7716,0.2342,0.1259,0.0945,1.4856,1.0633,0.2573,0.3429,0.5675,0.1455,0.1183,0.9373,0.4071,0.5043,2.983,0.5487,0.1988,0.3455,0.2608,0.8481,1.2219,0.1143,1.8864,0,1.1248,0.8535,0.3232,0.4049,0.3147,0.1601,0.2737,0.413,0.1509,0.2699,0.722,0.1518,1.3509,0.1689,0.3659,4.3252,0.5584,0.849,0.278,2.2384,1.2825,0.2821,2.1785,0.2604,0.783,0.4139,0.9198,0.2074,0.3,1.6699,1.4581,0.9825,0.4401,0.3671,0.4113,0.1279,0.1629,0.2071,0.2425,0.4684,0.765,0.2239,0.4393,1.515,0.2539,0.1723,1.0605,0.4633,0.4744,0.6446,1.0092,0.4198,0.6333,0.3026,0.3097,0.5603,0.8745,0.1281,1.1442,0.1568,2.2901,0.6263,0.6528,0.4073,0.51774,0.4812,0.3293,0.268,0.283,0.2067,0.2783,0.5478,0.359,0.2368,0.6348,0.2591,1.4808,3.2372,0.1755,0.9931,2.1742,0.258,0.4336,1.0085,3.0645,0.4194,1.5865,1.376,0.7961,1.1473,0.3628,0.7439,0.4311,0.433,0.3716,0.4459,0.4531,0.6403,0.651,0.3977,2.8974,0.1385,Control,Memantine,S/C,CMS
365_10,NA,NA,NA,0.2848,NA,0.7314,NA,NA,NA,0.1593,0.4813,0.4048,0.2498,1.0607,0.4139,NA,0.8596,0.2663,0.1505,0.1223,1.5631,1.1706,0.3166,0.3416,0.7227,NA,NA,1.0993,0.4226,0.5203,NA,NA,0.2673,0.3532,NA,NA,1.6091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7357,0.139,1.1471,NA,NA,NA,NA,NA,NA,NA,1.212,NA,1.9907,NA,NA,NA,NA,0.2265,0.3933,1.696,1.5758,0.988,0.4784,NA,0.4863,0.2088,0.2175,NA,0.2809,0.4318,0.7674,0.2923,0.5512,1.5817,NA,NA,NA,0.5212,0.6057,0.781,NA,NA,0.7836,0.3601,NA,NA,1.1101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7668,0.2511,1.2849,NA,NA,NA,NA,NA,0.5149,0.8915,3.227,0.5532,1.6355,1.4773,0.8745,1.1369,0.4376,0.8667,0.5028,0.5957,0.4766,0.4326,0.4525,0.7057,0.8142,0.4064,0.727,0.0149,Control,Memantine,S/C,CMS
365_11,NA,NA,NA,0.2766,NA,0.7162,NA,NA,NA,0.1498,0.4617,0.4125,0.2722,1.0643,0.4279,NA,0.8474,0.3037,0.1523,0.1265,1.555,1.1466,0.3154,0.368,0.7143,NA,NA,1.0993,0.4245,0.5147,NA,NA,0.2611,0.3422,NA,NA,1.5645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.748,0.1348,1.1045,NA,NA,NA,NA,NA,NA,NA,1.1966,NA,1.8932,NA,NA,NA,NA,0.2234,0.3715,1.6368,1.501,0.9845,0.4627,NA,0.4642,0.1904,0.2068,NA,0.2689,0.4103,0.7447,0.2828,0.5272,1.5367,NA,NA,NA,0.5061,0.5948,0.7568,NA,NA,0.7403,0.3597,NA,NA,1.0784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7923,0.2757,1.3421,NA,NA,NA,NA,NA,0.5522,0.89,3.2382,0.5292,1.5996,1.3983,0.8935,1.1212,0.4032,0.9986,0.5077,0.5634,0.5063,0.4171,0.4617,0.6623,0.7409,0.4074,2.2939,0.0487,Control,Memantine,S/C,CMS
365_12,NA,NA,NA,0.2465,NA,0.6952,NA,NA,NA,0.1458,0.446,0.4566,0.3237,1.0995,0.4106,NA,0.7929,0.2639,0.1437,0.1109,1.443,1.0778,0.2891,0.3408,0.6919,NA,NA,0.9877,0.4451,0.5005,NA,NA,0.2949,0.324,NA,NA,1.5969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833,0.148,1.1084,NA,NA,NA,NA,NA,NA,NA,1.2328,NA,1.9588,NA,NA,NA,NA,0.2315,0.3949,1.7158,1.5938,1.0254,0.4865,NA,0.5423,0.2011,0.2188,NA,0.2789,0.4339,0.7898,0.2902,0.5453,1.6306,NA,NA,NA,0.5277,0.631,0.7916,NA,NA,0.8028,0.361,NA,NA,1.0953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7848,0.282,1.3801,NA,NA,NA,NA,NA,0.5305,0.7953,3.1554,0.5065,1.5592,1.5264,0.9158,1.0883,0.3915,1.1465,0.5257,0.5763,0.4709,0.423,0.4606,0.6235,0.7139,0.4079,2.3169,0.1321,Control,Memantine,S/C,CMS
365_13,NA,NA,NA,0.2463,NA,0.7154,NA,NA,NA,0.1599,0.466,0.4156,0.2694,1.0215,0.4206,NA,0.8628,0.3065,0.1611,0.1208,1.491,1.1372,0.3198,0.4558,0.7959,NA,NA,1.0485,0.4171,0.4973,NA,NA,0.2478,0.3331,NA,NA,1.7174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6934,0.1527,1.1215,NA,NA,NA,NA,NA,NA,NA,1.1985,NA,1.9482,NA,NA,NA,NA,0.2527,0.4758,1.8158,1.7482,0.9865,0.4769,NA,0.551,0.2563,0.2618,NA,0.3247,0.4294,0.8108,0.3584,0.6389,1.7721,NA,NA,NA,0.6148,0.7503,0.9329,NA,NA,0.9153,0.421,NA,NA,1.2277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8082,0.2748,1.2617,NA,NA,NA,NA,NA,0.4831,0.763,3.2279,0.5451,1.68,1.4895,0.8678,1.1231,0.3883,0.9581,0.557,0.6554,0.4913,0.4357,0.4512,0.6326,0.8505,0.3984,1.9936,0.0656,Control,Memantine,S/C,CMS
365_14,NA,NA,NA,0.253,NA,0.687,NA,NA,NA,0.149,0.4739,0.4113,0.2217,1.0142,0.4083,NA,0.8044,0.2675,0.1423,0.1319,1.4363,1.0808,0.2966,0.3536,0.7608,NA,NA,0.9788,0.4266,0.4903,NA,NA,0.2709,0.2992,NA,NA,1.6509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766,0.1419,1.1212,NA,NA,NA,NA,NA,NA,NA,1.1859,NA,1.9266,NA,NA,NA,NA,0.253,0.4639,1.7782,1.7281,0.973,0.4873,NA,0.5334,0.2395,0.2544,NA,0.3162,0.41,0.7996,0.3437,0.6442,1.7303,NA,NA,NA,0.5931,0.7322,0.8802,NA,NA,0.8953,0.4333,NA,NA,1.2134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8503,0.29,1.3402,NA,NA,NA,NA,NA,0.5217,0.7742,3.2562,0.5521,1.7069,1.4562,0.9041,1.1465,0.4147,1.0129,0.5696,0.67,0.5512,0.4313,0.4286,0.6581,0.7917,0.3982,2.0765,0.1311,Control,Memantine,S/C,CMS
365_15,NA,NA,NA,0.2516,NA,0.6909,NA,NA,NA,0.1481,0.4554,0.4892,0.304,1.0246,0.4023,NA,0.842,0.2879,0.1529,0.1133,1.3876,1.0759,0.278,0.3436,0.7594,NA,NA,0.9241,0.4829,0.5039,NA,NA,0.3322,0.3352,NA,NA,1.7228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8099,0.1314,1.0859,NA,NA,NA,NA,NA,NA,NA,1.193,NA,1.9194,NA,NA,NA,NA,0.2561,0.465,1.8315,1.7272,0.9801,0.4933,NA,0.5215,0.2436,0.2572,NA,0.3157,0.4124,0.8267,0.3366,0.6534,1.7758,NA,NA,NA,0.6331,0.7415,0.903,NA,NA,0.9277,0.4135,NA,NA,1.1884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625,0.292,1.3135,NA,NA,NA,NA,NA,0.5213,0.7774,3.181,0.5167,1.6869,1.5095,0.8896,1.1611,0.4045,0.9846,0.5511,0.6109,0.5557,0.41,0.4742,0.6724,0.781,0.3928,1.9557,0.120411111,Control,Memantine,S/C,CMS
